time_namelookup (seconds),time_connect (seconds),time_appconnect (seconds),time_pretransfer (seconds),time_redirect (seconds),time_starttransfer (seconds),time_total (seconds)
0.000017,0.000125,0.000000,0.000154,0.000000,0.100836,0.101068
0.000017,0.000117,0.000000,0.000147,0.000000,0.410372,0.412121
0.000021,0.000114,0.000000,0.000145,0.000000,0.306566,0.308128
0.000024,0.000126,0.000000,0.000158,0.000000,0.281300,0.281543
0.000020,0.000119,0.000000,0.000151,0.000000,0.109077,0.109127
0.000022,0.000119,0.000000,0.000149,0.000000,0.100908,0.101525
0.000022,0.000131,0.000000,0.000159,0.000000,0.052144,0.052613
0.000019,0.000144,0.000000,0.000174,0.000000,0.091511,0.091542
0.000024,0.000149,0.000000,0.000178,0.000000,0.063132,0.063828
0.000036,0.000217,0.000000,0.000271,0.000000,0.055251,0.055492
0.000026,0.000147,0.000000,0.000188,0.000000,0.057448,0.057718
0.000024,0.000137,0.000000,0.000169,0.000000,0.042997,0.043131
0.000022,0.000126,0.000000,0.000155,0.000000,0.080763,0.080882
0.000020,0.000132,0.000000,0.000164,0.000000,0.177281,0.177870
0.000020,0.000137,0.000000,0.000167,0.000000,0.079917,0.080673
0.000020,0.000133,0.000000,0.000166,0.000000,0.040331,0.040843
0.000026,0.000170,0.000000,0.000216,0.000000,0.251815,0.251887
0.000031,0.000164,0.000000,0.000203,0.000000,0.084285,0.084452
0.000037,0.000144,0.000000,0.000177,0.000000,0.037954,0.038205
0.000020,0.000128,0.000000,0.000165,0.000000,0.042489,0.043818
0.000023,0.000134,0.000000,0.000163,0.000000,0.178707,0.178988
0.000019,0.000127,0.000000,0.000159,0.000000,0.043893,0.043926
0.000021,0.000145,0.000000,0.000178,0.000000,0.074774,0.074812
0.000025,0.000162,0.000000,0.000199,0.000000,0.136329,0.136373
0.000020,0.000130,0.000000,0.000162,0.000000,0.043920,0.044475
0.000024,0.000140,0.000000,0.000176,0.000000,0.167765,0.168316
0.000019,0.000124,0.000000,0.000153,0.000000,0.195564,0.195659
0.000021,0.000143,0.000000,0.000176,0.000000,0.076514,0.076551
0.000023,0.000158,0.000000,0.000194,0.000000,0.071982,0.073307
0.000021,0.000132,0.000000,0.000165,0.000000,0.051888,0.052052
0.000020,0.000134,0.000000,0.000169,0.000000,0.028807,0.028914
0.000077,0.000462,0.000000,0.000588,0.000000,0.101606,0.102018
0.000035,0.000144,0.000000,0.000174,0.000000,0.068472,0.068505
0.000024,0.000142,0.000000,0.000172,0.000000,0.091215,0.091251
0.000018,0.000123,0.000000,0.000152,0.000000,0.162310,0.162348
0.000021,0.000129,0.000000,0.000159,0.000000,0.178296,0.178337
0.000021,0.000135,0.000000,0.000164,0.000000,0.093685,0.093861
0.000023,0.000162,0.000000,0.000202,0.000000,0.106103,0.106689
0.000021,0.000138,0.000000,0.000170,0.000000,0.184671,0.184707
0.000024,0.000148,0.000000,0.000188,0.000000,0.288138,0.288182
0.000025,0.000147,0.000000,0.000180,0.000000,0.092746,0.092849
0.000022,0.000133,0.000000,0.000162,0.000000,0.080031,0.080325
0.000018,0.000132,0.000000,0.000160,0.000000,0.041196,0.041499
0.000022,0.000150,0.000000,0.000185,0.000000,0.162932,0.162976
0.000021,0.000139,0.000000,0.000169,0.000000,0.125438,0.125637
0.000024,0.000141,0.000000,0.000170,0.000000,0.129124,0.129252
0.000021,0.000142,0.000000,0.000176,0.000000,0.076844,0.077495
0.000023,0.000136,0.000000,0.000170,0.000000,0.076467,0.076499
0.000021,0.000133,0.000000,0.000169,0.000000,0.095528,0.096233
0.000021,0.000144,0.000000,0.000178,0.000000,0.164651,0.164696
0.000023,0.000137,0.000000,0.000166,0.000000,0.063836,0.064149
0.000020,0.000130,0.000000,0.000162,0.000000,0.115238,0.115444
0.000021,0.000146,0.000000,0.000175,0.000000,0.103032,0.103406
0.000020,0.000128,0.000000,0.000159,0.000000,0.303335,0.303773
0.000022,0.000126,0.000000,0.000160,0.000000,5.310925,5.311005
0.000024,0.000162,0.000000,0.000202,0.000000,0.143702,0.143743
0.000018,0.000134,0.000000,0.000166,0.000000,0.157119,0.157358
0.000023,0.000145,0.000000,0.000175,0.000000,10.077309,10.077430
0.000021,0.000168,0.000000,0.000199,0.000000,0.327062,0.327607
0.000020,0.000116,0.000000,0.000147,0.000000,5.136844,5.136999
0.000034,0.000251,0.000000,0.000310,0.000000,0.067699,0.068418
0.000020,0.000128,0.000000,0.000159,0.000000,0.111017,0.111053
0.000024,0.000152,0.000000,0.000191,0.000000,5.449324,5.450005
0.000024,0.000149,0.000000,0.000183,0.000000,5.362564,5.363025
0.000018,0.000124,0.000000,0.000154,0.000000,0.205894,0.206503
0.000025,0.000248,0.000000,0.000295,0.000000,4.403364,4.405245
0.000020,0.000119,0.000000,0.000150,0.000000,0.089132,0.089167
0.000078,0.000421,0.000000,0.000571,0.000000,0.311919,0.312111
0.000021,0.000141,0.000000,0.000171,0.000000,0.393788,0.393907
0.000018,0.000134,0.000000,0.000163,0.000000,0.179508,0.179872
